"golden","state","num_trusted_judgment","birthplace","date_of_birth","race_ethnicity","religion","sexual_orientation","year_of_award","award","bio_url","movie","person"
"FALSE","finalized","3","Washington, Dc","1950-03-20T00:00:00.000Z","White","Lutheran","Straight","1986","Best Actor","http://www.nndb.com/people/683/000023614/","Kiss of the Spider Woman","William Hurt"
"FALSE","finalized","3","Shaker Heights, Oh","1925-01-26T00:00:00.000Z","White","Jewish","Straight","1987","Best Actor","http://www.nndb.com/people/804/000022738/","The Color of Money","Paul Newman"
"FALSE","finalized","3","New Brunswick, Nj","1944-09-25T00:00:00.000Z","White","Jewish","Straight","1988","Best Actor","http://www.nndb.com/people/614/000024542/","Wall Street","Michael Douglas"
"FALSE","finalized","3","Los Angeles, Ca","1937-08-08T00:00:00.000Z","White","Jewish","Straight","1989","Best Actor","http://www.nndb.com/people/882/000022816/","Rainman","Dustin Hoffman"
"FALSE","finalized","3","London, England","1957-04-29T00:00:00.000Z","White","Na","Straight","1990","Best Actor","http://www.nndb.com/people/788/000022722/","My Left Foot","Daniel Day-Lewis"
"FALSE","finalized","3","Cowes, Isle of Wight, England","1948-09-19T00:00:00.000Z","White","Na","Straight","1991","Best Actor","http://www.nndb.com/people/594/000023525/","Reversal of Fortune","Jeremy Irons"
"FALSE","finalized","3","Port Talbot, Wales","1937-12-31T00:00:00.000Z","White","Na","Straight","1992","Best Actor","http://www.nndb.com/people/005/000023933/","Silence of the Lambs","Anthony Hopkins"
"FALSE","finalized","3","East Harlem, New York City","1940-04-25T00:00:00.000Z","White","Roman Catholic","Straight","1993","Best Actor","http://www.nndb.com/people/880/000022814/","Scent of a Woman","Al Pacino"
"TRUE","golden","84","Concord, Ca","1956-07-09T00:00:00.000Z","White","Born-Again Christian","Straight","1994","Best Actor","http://www.nndb.com/people/687/000022621/","Philadelphia","Tom Hanks"
"FALSE","finalized","3","Concord, Ca","1956-07-09T00:00:00.000Z","White","Born-Again Christian","Straight","1995","Best Actor","http://www.nndb.com/people/687/000022621/","Forrest Gump","Tom Hanks"
"FALSE","finalized","3","Long Beach, Ca","1964-01-07T00:00:00.000Z","White","Roman Catholic","Straight","1996","Best Actor","http://www.nndb.com/people/751/000022685/","Leaving Las Vegas","Nicolas Cage"
"FALSE","finalized","3","Toowoomba, Queensland, Australia","1951-07-06T00:00:00.000Z","White","Na","Straight","1997","Best Actor","http://www.nndb.com/people/126/000025051/","Shine","Geoffrey Rush"
"FALSE","finalized","3","New York City","1937-04-22T00:00:00.000Z","White","Atheist","Straight","1997","Best Actor","http://www.nndb.com/people/722/000022656/","As Good as It Gets","Jack Nicholson"
"FALSE","finalized","3","Misericordia, Arezzo, Tuscany, Italy","1952-10-27T00:00:00.000Z","White","Na","Straight","1999","Best Actor","http://www.nndb.com/people/259/000025184/","Life is Beautiful","Roberto Benigni"
"FALSE","finalized","3","South Orange, Nj","1959-07-26T00:00:00.000Z","White","Na","Matter of Dispute","2000","Best Actor","http://www.nndb.com/people/591/000023522/","American Beauty","Kevin Spacey"
"FALSE","finalized","3","Wellington, New Zealand","1964-04-07T00:00:00.000Z","White","Na","Straight","2001","Best Actor","http://www.nndb.com/people/782/000022716/","Gladiator","Russell Crowe"
"FALSE","finalized","3","Mount Vernon, Ny","1954-12-28T00:00:00.000Z","Black","Protestant","Straight","2002","Best Actor","http://www.nndb.com/people/665/000023596/","Training Day","Denzel Washington"
"FALSE","finalized","3","New York City","1973-04-14T00:00:00.000Z","White","Jewish","Straight","2003","Best Actor","http://www.nndb.com/people/112/000026034/","The Pianist","Adrien Brody"
"FALSE","finalized","3","Burbank, Ca","1960-08-17T00:00:00.000Z","White","Roman Catholic","Straight","2003","Best Actor","http://www.nndb.com/people/331/000025256/","Mystic River","Sean Penn"
"FALSE","finalized","3","Terrell, Tx","1967-12-13T00:00:00.000Z","Black","Baptist","Straight","2005","Best Actor","http://www.nndb.com/people/113/000026035/","Ray","Jamie Foxx"
"FALSE","finalized","3","Fairport, Ny","1967-07-23T00:00:00.000Z","White","Na","Straight","2006","Best Actor","http://www.nndb.com/people/409/000027328/","Capote","Philip Seymour Hoffman"
"FALSE","finalized","3","Longview, Tx","1961-07-15T00:00:00.000Z","Black","Na","Straight","2007","Best Actor","http://www.nndb.com/people/833/000025758/","The Last King of Scotland","Forest Whitaker"
"FALSE","finalized","3","London, England","1957-04-29T00:00:00.000Z","White","Na","Straight","2008","Best Actor","http://www.nndb.com/people/788/000022722/","There Will Be Blood","Daniel Day-Lewis"
"FALSE","finalized","3","Burbank, Ca","1960-08-17T00:00:00.000Z","White","Roman Catholic","Straight","2009","Best Actor","http://www.nndb.com/people/331/000025256/","Milk","Sean Penn"
"FALSE","finalized","3","Los Angeles, Ca","1949-12-04T00:00:00.000Z","White","Lutheran","Straight","2010","Best Actor","http://www.nndb.com/people/779/000022713/","Crazy Heart","Jeff Bridges"
"FALSE","finalized","3","Grayshott, Hampshire, England","1960-09-10T00:00:00.000Z","White","Na","Straight","2011","Best Actor","http://www.nndb.com/people/813/000043684/","The King's Speech","Colin Firth"
"FALSE","finalized","3","Rueil-Malmaison, Hauts-De-Seine, France","1972-06-19T00:00:00.000Z","White","Na","Straight","2012","Best Actor","http://www.nndb.com/people/303/000281457/","The Artist","Jean Dujardin"
"FALSE","finalized","3","London, England","1957-04-29T00:00:00.000Z","White","Na","Straight","2013","Best Actor","http://www.nndb.com/people/788/000022722/","Lincoln","Daniel Day-Lewis"
"FALSE","finalized","3","Uvalde, Tx","1969-11-04T00:00:00.000Z","White","Na","Straight","2014","Best Actor","http://www.nndb.com/people/583/000023514/","Dallas Buyers Club","Matthew McConaughey"
"FALSE","finalized","3","Swampscott, Ma","1894-07-25T00:00:00.000Z","White","Na","Straight","1938","Best Supporting Actor","http://www.nndb.com/people/347/000032251/","Come and Get It","Walter Brennan"
"FALSE","finalized","3","Vienna, Austria","1896-03-22T00:00:00.000Z","White","Na","Straight","1938","Best Supporting Actor","http://www.nndb.com/people/115/000063923/","The Life of Emile Zola","Joseph Schildkraut"
"FALSE","finalized","3","Swampscott, Ma","1894-07-25T00:00:00.000Z","White","Na","Straight","1939","Best Supporting Actor","http://www.nndb.com/people/347/000032251/","Kentucky","Walter Brennan"
"FALSE","finalized","3","Elizabeth, Nj","1892-07-11T00:00:00.000Z","White","Na","Straight","1940","Best Supporting Actor","http://www.nndb.com/people/116/000063924/","Stagecoach","Thomas Mitchell"
"FALSE","finalized","3","Swampscott, Ma","1894-07-25T00:00:00.000Z","White","Na","Straight","1941","Best Supporting Actor","http://www.nndb.com/people/347/000032251/","The Westerner","Walter Brennan"
"FALSE","finalized","3","London, England","1880-07-27T00:00:00.000Z","White","Na","Straight","1942","Best Supporting Actor","http://www.nndb.com/people/689/000031596/","How Green Was My Valley","Donald Crisp"
"TRUE","golden","90","Walters, Ok","1910-12-13T00:00:00.000Z","White","Na","Straight","1943","Best Supporting Actor","http://www.nndb.com/people/680/000042554/","Johnny Eager","Van Heflin"
"FALSE","finalized","3","Savannah, Ga","1877-06-17T00:00:00.000Z","White","Na","Straight","1944","Best Supporting Actor","http://www.nndb.com/people/127/000063935/","The More the Merrier","Charles Coburn"
"FALSE","finalized","3","Dublin, Ireland","1888-03-10T00:00:00.000Z","White","Protestant","Na","1945","Best Supporting Actor","http://www.nndb.com/people/126/000063934/","Going My Way","Barry Fitzgerald"
"FALSE","finalized","3","New York City","1901-11-02T00:00:00.000Z","White","Na","Straight","1946","Best Supporting Actor","http://www.nndb.com/people/125/000063933/","A Tree Grows in Brooklyn","James Dunn"
"FALSE","finalized","3","North Sydney, Nova Scotia, Canada","1914-01-14T00:00:00.000Z","White","Na","Straight","1947","Best Supporting Actor","http://www.nndb.com/people/124/000063932/","The Best Years of Our Lives","Harold Russell"
"FALSE","finalized","3","Vale of Glamorgan, Wales","1875-09-26T00:00:00.000Z","White","Na","Na","1948","Best Supporting Actor","http://www.nndb.com/people/123/000063931/","Miracle on 34th Street","Edmund Gwenn"
"FALSE","finalized","3","Toronto, Ontario, Canada","1884-04-06T00:00:00.000Z","White","Na","Straight","1949","Best Supporting Actor","http://www.nndb.com/people/122/000063930/","The Treasure of the Sierra Madre","Walter Huston"
"FALSE","finalized","3","Lima, Oh","1903-11-07T00:00:00.000Z","White","Na","Straight","1950","Best Supporting Actor","http://www.nndb.com/people/121/000063929/","Twelve O'Clock High","Dean Jagger"
"FALSE","finalized","3","St. Petersburg, Russia","1906-07-03T00:00:00.000Z","White","Na","Straight","1951","Best Supporting Actor","http://www.nndb.com/people/728/000043599/","All About Eve","George Sanders"
"FALSE","finalized","3","Chicago, Il","1912-03-22T00:00:00.000Z","White","Na","Straight","1952","Best Supporting Actor","http://www.nndb.com/people/553/000022487/","A Streetcar Named Desire","Karl Malden"
"FALSE","finalized","3","Chihuahua, Mexico","1915-04-21T00:00:00.000Z","Hispanic","Na","Straight","1953","Best Supporting Actor","http://www.nndb.com/people/228/000032132/","Viva Zapata!","Anthony Quinn"
"FALSE","finalized","3","Hoboken, Nj","1915-12-12T00:00:00.000Z","White","Na","Straight","1954","Best Supporting Actor","http://www.nndb.com/people/300/000026222/","From Here to Eternity","Frank Sinatra"
"FALSE","finalized","3","New York City","1915-09-10T00:00:00.000Z","White","Roman Catholic","Straight","1955","Best Supporting Actor","http://www.nndb.com/people/620/000042494/","The Barefoot Contessa","Edmond O'Brien"
"FALSE","finalized","3","Newton, Ma","1925-02-08T00:00:00.000Z","White","Roman Catholic","Straight","1956","Best Supporting Actor","http://www.nndb.com/people/714/000026636/","Mister Roberts","Jack Lemmon"
"FALSE","finalized","3","Chihuahua, Mexico","1915-04-21T00:00:00.000Z","Hispanic","Na","Straight","1957","Best Supporting Actor","http://www.nndb.com/people/228/000032132/","Lust for Life","Anthony Quinn"
"FALSE","finalized","3","New York City","1919-02-05T00:00:00.000Z","White","Jewish","Straight","1958","Best Supporting Actor","http://www.nndb.com/people/820/000022754/","Sayonara","Red Buttons"
"FALSE","finalized","3","Hunt City, Il","1909-06-14T00:00:00.000Z","White","Na","Straight","1959","Best Supporting Actor","http://www.nndb.com/people/679/000042553/","The Big Country","Burl Ives"
"FALSE","finalized","3","Marian Glas, Anglesey, Wales","1912-05-30T00:00:00.000Z","White","Na","Na","1960","Best Supporting Actor","http://www.nndb.com/people/120/000063928/","Ben-Hur","Hugh Griffith"
"FALSE","finalized","3","London, England","1921-04-16T00:00:00.000Z","White","Na","Straight","1961","Best Supporting Actor","http://www.nndb.com/people/810/000022744/","Spartacus","Peter Ustinov"
"FALSE","finalized","3","Norwood, Oh","1934-09-16T00:00:00.000Z","White","Na","Gay","1962","Best Supporting Actor","http://www.nndb.com/people/119/000063927/","West Side Story","George Chakiris"
"FALSE","finalized","3","Hartford, Ct","1901-03-25T00:00:00.000Z","White","Na","Straight","1963","Best Supporting Actor","http://www.nndb.com/people/915/000043786/","Sweet Bird of Youth","Ed Begley, Sr."
"FALSE","finalized","3","Macon, Ga","1901-04-05T00:00:00.000Z","White","Jewish","Straight","1964","Best Supporting Actor","http://www.nndb.com/people/100/000063908/","Hud","Melvyn Douglas"
"FALSE","finalized","3","London, England","1921-04-16T00:00:00.000Z","White","Na","Straight","1965","Best Supporting Actor","http://www.nndb.com/people/810/000022744/","Topkapi","Peter Ustinov"
"FALSE","finalized","3","Bronx, Ny","1919-11-04T00:00:00.000Z","White","Na","Straight","1966","Best Supporting Actor","http://www.nndb.com/people/111/000063919/","A Thousand Clowns","Martin Balsam"
"FALSE","finalized","3","New York City","1920-10-01T00:00:00.000Z","White","Jewish","Straight","1967","Best Supporting Actor","http://www.nndb.com/people/768/000023699/","The Fortune Cookie","Walter Matthau"
"FALSE","finalized","3","New York City","1925-02-18T00:00:00.000Z","White","Na","Straight","1968","Best Supporting Actor","http://www.nndb.com/people/001/000022932/","Cool Hand Luke","George Kennedy"
"TRUE","golden","84","Malden, Ma","1907-06-16T00:00:00.000Z","White","Na","Na","1969","Best Supporting Actor","http://www.nndb.com/people/559/000049412/","The Subject Was Roses","Jack Albertson"
"FALSE","finalized","3","St. Cloud, Mn","1913-11-04T00:00:00.000Z","White","Na","Straight","1970","Best Supporting Actor","http://www.nndb.com/people/110/000063918/","They Shoot Horses, Don't They?","Gig Young"
"FALSE","finalized","3","Felixstowe, Suffolk, England","1908-02-22T00:00:00.000Z","White","Na","Straight","1971","Best Supporting Actor","http://www.nndb.com/people/701/000030611/","Ryan's Daughter","John Mills"
"FALSE","finalized","3","Shidler, Ok","1918-06-13T00:00:00.000Z","White","Na","Straight","1972","Best Supporting Actor","http://www.nndb.com/people/425/000064233/","The Last Picture Show","Ben Johnson"
"FALSE","finalized","3","Cleveland, Oh","1932-04-11T00:00:00.000Z","White","Jewish","Gay","1973","Best Supporting Actor","http://www.nndb.com/people/853/000048709/","Cabaret","Joel Grey"
"FALSE","finalized","3","Bucharest, Romania","1902-09-22T00:00:00.000Z","White","Na","Straight","1974","Best Supporting Actor","http://www.nndb.com/people/686/000042560/","The Paper Chase","John Houseman"
"FALSE","finalized","3","New York City","1943-08-17T00:00:00.000Z","White","Roman Catholic","Straight","1975","Best Supporting Actor","http://www.nndb.com/people/765/000023696/","The Godfather Part II","Robert De Niro"
"FALSE","finalized","3","New York City","1896-01-20T00:00:00.000Z","White","Jewish","Straight","1976","Best Supporting Actor","http://www.nndb.com/people/895/000022829/","The Sunshine Boys","George Burns"
"TRUE","golden","91","Chicago, Il","1922-07-26T00:00:00.000Z","White","Na","Straight","1977","Best Supporting Actor","http://www.nndb.com/people/224/000032128/","All the President's Men","Jason Robards"
"FALSE","finalized","3","Chicago, Il","1922-07-26T00:00:00.000Z","White","Na","Straight","1978","Best Supporting Actor","http://www.nndb.com/people/224/000032128/","Julia","Jason Robards"
"FALSE","finalized","3","Astoria, Ny","1943-03-31T00:00:00.000Z","White","Na","Straight","1979","Best Supporting Actor","http://www.nndb.com/people/618/000022552/","The Deer Hunter","Christopher Walken"
"FALSE","finalized","3","Macon, Ga","1901-04-05T00:00:00.000Z","White","Jewish","Straight","1980","Best Supporting Actor","http://www.nndb.com/people/100/000063908/","Being There","Melvyn Douglas"
"FALSE","finalized","3","Malibu, Ca","1960-08-16T00:00:00.000Z","White","Na","Straight","1981","Best Supporting Actor","http://www.nndb.com/people/378/000024306/","Oridnary People","Timothy Hutton"
"FALSE","finalized","3","London, England","1904-04-14T00:00:00.000Z","White","Na","Gay","1982","Best Supporting Actor","http://www.nndb.com/people/589/000033490/","Arthur","John Gielgud"
"FALSE","finalized","3","Brooklyn, Ny","1936-05-27T00:00:00.000Z","Black","Na","Straight","1983","Best Supporting Actor","http://www.nndb.com/people/906/000023837/","An Officer and a Gentleman","Lou Gossett, Jr."
"FALSE","finalized","3","New York City","1937-04-22T00:00:00.000Z","White","Atheist","Straight","1984","Best Supporting Actor","http://www.nndb.com/people/722/000022656/","Terms of Endearment","Jack Nicholson"
"FALSE","finalized","3","Samrong Young, Cambodia","1940-03-22T00:00:00.000Z","Asian","Buddhist","Straight","1985","Best Supporting Actor","http://www.nndb.com/people/093/000063901/","The Killing Fields","Haing S. Ngor"
"FALSE","finalized","3","Kenosha, Wi","1904-05-31T00:00:00.000Z","White","Roman Catholic","Straight","1986","Best Supporting Actor","http://www.nndb.com/people/736/000024664/","Cocoon","Don Ameche"
"FALSE","finalized","3","Bermondsey, England","1933-03-14T00:00:00.000Z","White","Na","Straight","1987","Best Supporting Actor","http://www.nndb.com/people/754/000022688/","Hannah and Her Sisters","Michael Caine"
"FALSE","finalized","3","Edinburgh, Scotland","1930-08-25T00:00:00.000Z","White","Roman Catholic","Straight","1988","Best Supporting Actor","http://www.nndb.com/people/881/000022815/","The Untouchables","Sean Connery"
"FALSE","finalized","3","St. Louis, Mo","1947-10-24T00:00:00.000Z","White","Roman Catholic","Straight","1989","Best Supporting Actor","http://www.nndb.com/people/819/000024747/","A Fish Called Wanda","Kevin Kline"
"FALSE","finalized","3","Mount Vernon, Ny","1954-12-28T00:00:00.000Z","Black","Protestant","Straight","1990","Best Supporting Actor","http://www.nndb.com/people/665/000023596/","Glory","Denzel Washington"
"FALSE","finalized","3","Newark, Nj","1943-02-09T00:00:00.000Z","White","Na","Straight","1991","Best Supporting Actor","http://www.nndb.com/people/582/000022516/","Good Fellas","Joe Pesci"
"FALSE","finalized","3","Lattimer Mines, Pa","1919-02-18T00:00:00.000Z","White","Na","Straight","1992","Best Supporting Actor","http://www.nndb.com/people/579/000022513/","City Slickers","Jack Palance"
"FALSE","finalized","3","San Bernardino, Ca","1930-01-30T00:00:00.000Z","White","Na","Straight","1993","Best Supporting Actor","http://www.nndb.com/people/878/000022812/","Unforgiven","Gene Hackman"
"FALSE","finalized","3","San Saba, Tx","1946-09-15T00:00:00.000Z","White","Na","Straight","1994","Best Supporting Actor","http://www.nndb.com/people/530/000022464/","The Fugitive","Tommy Lee Jones"
"FALSE","finalized","3","Brooklyn, Ny","1931-06-20T00:00:00.000Z","White","Jewish","Straight","1995","Best Supporting Actor","http://www.nndb.com/people/431/000023362/","Ed Wood","Martin Landau"
"FALSE","finalized","3","South Orange, Nj","1959-07-26T00:00:00.000Z","White","Na","Matter of Dispute","1996","Best Supporting Actor","http://www.nndb.com/people/591/000023522/","The Usual Suspects","Kevin Spacey"
"FALSE","finalized","3","Bronx, Ny","1968-01-02T00:00:00.000Z","Black","Na","Straight","1997","Best Supporting Actor","http://www.nndb.com/people/587/000023518/","Jerry Maguire","Cuba Gooding, Jr."
"FALSE","finalized","3","Chicago, Il","1951-07-21T00:00:00.000Z","White","Anglican/episcopalian","Straight","1998","Best Supporting Actor","http://www.nndb.com/people/606/000022540/","Good Will Hunting","Robin Williams"
"TRUE","golden","62","Laurel, Ne","1928-08-31T00:00:00.000Z","White","Na","Straight","1999","Best Supporting Actor","http://www.nndb.com/people/764/000022698/","Affliction","James Coburn"
"FALSE","finalized","3","Bermondsey, England","1933-03-14T00:00:00.000Z","White","Na","Straight","2000","Best Supporting Actor","http://www.nndb.com/people/754/000022688/","The Cider House Rules","Michael Caine"
"FALSE","finalized","3","Santurce, Puerto Rico","1967-02-19T00:00:00.000Z","Hispanic","Na","Straight","2001","Best Supporting Actor","http://www.nndb.com/people/087/000026009/","Traffic","Benicio Del Toro"
"FALSE","finalized","3","Lincoln, Lincolnshire, England","1949-05-24T00:00:00.000Z","White","Na","Straight","2002","Best Supporting Actor","http://www.nndb.com/people/092/000063900/","Iris","Jim Broadbent"
"FALSE","finalized","3","Kansas City, Mo","1951-07-09T00:00:00.000Z","White","Na","Straight","2003","Best Supporting Actor","http://www.nndb.com/people/130/000025055/","Adaptation","Chris Cooper"
"FALSE","finalized","3","West Covina, Ca","1958-10-16T00:00:00.000Z","White","Roman Catholic","Straight","2004","Best Supporting Actor","http://www.nndb.com/people/614/000025539/","Mystic River","Tim Robbins"
"FALSE","finalized","3","Memphis, Tn","1937-06-01T00:00:00.000Z","Black","Na","Straight","2005","Best Supporting Actor","http://www.nndb.com/people/982/000023913/","Million Dollar Baby","Morgan Freeman"
"FALSE","finalized","3","Lexington, Ky","1961-05-06T00:00:00.000Z","White","Na","Straight","2006","Best Supporting Actor","http://www.nndb.com/people/763/000022697/","Syriana","George Clooney"
"FALSE","finalized","3","Brooklyn, Ny","1934-03-26T00:00:00.000Z","White","Jewish","Straight","2007","Best Supporting Actor","http://www.nndb.com/people/777/000022711/","Little Miss Sunshine","Alan Arkin"
"FALSE","finalized","3","Las Palmas De Gran Canaria, Canary Islands","1969-03-01T00:00:00.000Z","Hispanic","Na","Straight","2008","Best Supporting Actor","http://www.nndb.com/people/733/000109406/","No Country for Old Men","Javier Bardem"
"FALSE","finalized","3","Perth, Australia","1979-04-04T00:00:00.000Z","White","Na","Straight","2009","Best Supporting Actor","http://www.nndb.com/people/204/000029117/","The Dark Knight","Heath Ledger"
"FALSE","finalized","3","Na","1956-10-04T00:00:00.000Z","White","Na","Straight","2010","Best Supporting Actor","http://www.nndb.com/people/455/000213813/","Inglourious Basterds","Christoph Waltz"
"FALSE","finalized","3","Haverfordwest, Pembrokeshire, Wales","1974-01-30T00:00:00.000Z","White","Na","Straight","2011","Best Supporting Actor","http://www.nndb.com/people/877/000031784/","The Fighter","Christian Bale"
"FALSE","finalized","3","Toronto, Ontario, Canada","1929-12-13T00:00:00.000Z","White","Na","Straight","2012","Best Supporting Actor","http://www.nndb.com/people/316/000023247/","Beginning","Christopher Plummer"
"FALSE","finalized","3","Na","1956-10-04T00:00:00.000Z","White","Na","Straight","2013","Best Supporting Actor","http://www.nndb.com/people/455/000213813/","Django Unchained","Christoph Waltz"
"FALSE","finalized","3","Bossier City, La","1971-12-26T00:00:00.000Z","White","Na","Straight","2014","Best Supporting Actor","http://www.nndb.com/people/438/000026360/","Dallas Buyers Club","Jared Leto"
"FALSE","finalized","3","Philadelphia, Pa","1906-10-06T00:00:00.000Z","White","Na","Straight","1929","Best Actress","http://www.nndb.com/people/129/000043000/","7th Heaven","Janet Gaynor"
"FALSE","finalized","3","Toronto, Ontario, Canada","1892-04-08T00:00:00.000Z","White","Na","Straight","1930","Best Actress","http://www.nndb.com/people/683/000042557/","Coquette","Mary Pickford"
"FALSE","finalized","3","Montreal, Quebec, Canada","1902-08-10T00:00:00.000Z","White","Na","Straight","1930","Best Actress","http://www.nndb.com/people/813/000063624/","The Divorcee","Norma Shearer"
"FALSE","finalized","3","Cobourg, Ontario, Canada","1868-11-02T00:00:00.000Z","White","Na","Straight","1931","Best Actress","http://www.nndb.com/people/814/000063625/","Min and Bill","Marie Dressler"
"FALSE","finalized","3","Washington, Dc","1900-10-10T00:00:00.000Z","White","Na","Straight","1932","Best Actress","http://www.nndb.com/people/908/000031815/","The Sin of Madelon Claudet","Helen Hayes"
"FALSE","finalized","3","Hartford, Ct","1907-05-12T00:00:00.000Z","White","Atheist","Bisexual","1934","Best Actress","http://www.nndb.com/people/775/000023706/","Morning Glory","Katharine Hepburn"
"FALSE","finalized","3","Paris, France","1903-09-13T00:00:00.000Z","White","Na","Straight","1935","Best Actress","http://www.nndb.com/people/935/000043806/","It Happened One Night","Claudette Colbert"
"FALSE","finalized","3","Lowell, Ma","1908-04-05T00:00:00.000Z","White","Na","Straight","1936","Best Actress","http://www.nndb.com/people/457/000026379/","Dangerous","Bette Davis"
"FALSE","finalized","3","Dusseldorf, Germany","1910-01-12T00:00:00.000Z","White","Jewish","Straight","1937","Best Actress","http://www.nndb.com/people/796/000030706/","The Great Ziegfeld","Luise Rainer"
"FALSE","finalized","3","Dusseldorf, Germany","1910-01-12T00:00:00.000Z","White","Jewish","Straight","1938","Best Actress","http://www.nndb.com/people/796/000030706/","The Good Earth","Luise Rainer"
"FALSE","finalized","3","Lowell, Ma","1908-04-05T00:00:00.000Z","White","Na","Straight","1939","Best Actress","http://www.nndb.com/people/457/000026379/","Jezebel","Bette Davis"
"FALSE","finalized","3","Darjeeling, India","1913-11-05T00:00:00.000Z","White","Roman Catholic","Straight","1940","Best Actress","http://www.nndb.com/people/470/000022404/","Gone with the Wind","Vivien Leigh"
"TRUE","golden","76","Independence, Mo","1911-07-16T00:00:00.000Z","White","Christian Science","Straight","1941","Best Actress","http://www.nndb.com/people/635/000043506/","Kitty Foyle","Ginger Rogers"
"FALSE","finalized","3","Tokyo, Japan","1917-10-22T00:00:00.000Z","White","Na","Straight","1940","Best Actress","http://www.nndb.com/people/487/000026409/","Suspicion","Joan Fontaine"
"FALSE","finalized","3","London, England","1904-09-29T00:00:00.000Z","White","Na","Straight","1942","Best Actress","http://www.nndb.com/people/293/000044161/","Mrs. Miniver","Greer Garson"
"FALSE","finalized","3","Tulsa, Ok","1919-03-02T00:00:00.000Z","White","Roman Catholic","Straight","1944","Best Actress","http://www.nndb.com/people/809/000063620/","The Song of Bernadette","Jennifer Jones"
"FALSE","finalized","3","Stockholm, Sweden","1915-08-29T00:00:00.000Z","White","Na","Straight","1945","Best Actress","http://www.nndb.com/people/836/000024764/","Gaslight","Ingrid Bergman"
"FALSE","finalized","3","San Antonio, Tx","1905-03-23T00:00:00.000Z","White","Christian Science","Bisexual","1946","Best Actress","http://www.nndb.com/people/837/000031744/","Mildred Pierce","Joan Crawford"
"FALSE","finalized","3","Tokyo, Japan","1916-07-01T00:00:00.000Z","White","Na","Straight","1947","Best Actress","http://www.nndb.com/people/741/000022675/","To Each His Own","Olivia de Havilland"
"FALSE","finalized","3","Salt Lake City, Ut","1913-01-06T00:00:00.000Z","White","Roman Catholic","Straight","1948","Best Actress","http://www.nndb.com/people/089/000031993/","The Farmer's Daughter","Loretta Young"
"FALSE","finalized","3","St. Joseph, Mo","1917-01-05T00:00:00.000Z","White","Roman Catholic","Straight","1949","Best Actress","http://www.nndb.com/people/656/000022590/","Johnny Belinda","Jane Wyman"
"FALSE","finalized","3","Tokyo, Japan","1916-07-01T00:00:00.000Z","White","Na","Straight","1950","Best Actress","http://www.nndb.com/people/741/000022675/","The Heiress","Olivia de Havilland"
"FALSE","finalized","3","New York City","1921-06-21T00:00:00.000Z","White","Na","Straight","1951","Best Actress","http://www.nndb.com/people/808/000063619/","Born Yesterday","Judy Holliday"
"FALSE","finalized","3","Darjeeling, India","1913-11-05T00:00:00.000Z","White","Roman Catholic","Straight","1952","Best Actress","http://www.nndb.com/people/470/000022404/","A Streetcar Named Desire","Vivien Leigh"
"FALSE","finalized","3","New York City","1898-08-30T00:00:00.000Z","White","Na","Straight","1953","Best Actress","http://www.nndb.com/people/807/000063618/","Come Back, Little Sheba","Shirley Booth"
"FALSE","finalized","3","Brussels, Belgium","1929-05-04T00:00:00.000Z","White","Christian Science","Straight","1954","Best Actress","http://www.nndb.com/people/933/000026855/","Roman Holiday","Audrey Hepburn"
"FALSE","finalized","3","Philadelphia, Pa","1929-11-12T00:00:00.000Z","White","Roman Catholic","Straight","1955","Best Actress","http://www.nndb.com/people/770/000025695/","The Country Girl","Grace Kelly"
"FALSE","finalized","3","Rome, Italy","1908-03-07T00:00:00.000Z","White","Na","Straight","1956","Best Actress","http://www.nndb.com/people/806/000063617/","The Rose Tattoo","Anna Magnani"
"FALSE","finalized","3","Stockholm, Sweden","1915-08-29T00:00:00.000Z","White","Na","Straight","1957","Best Actress","http://www.nndb.com/people/836/000024764/","Anastasia","Ingrid Bergman"
"TRUE","golden","75","Thomasville, Ga","1930-02-27T00:00:00.000Z","White","Na","Straight","1958","Best Actress","http://www.nndb.com/people/747/000043618/","The Three Faces of Eve","Joanne Woodward"
"FALSE","finalized","3","Brooklyn, Ny","1918-06-30T00:00:00.000Z","White","Roman Catholic","Straight","1959","Best Actress","http://www.nndb.com/people/805/000063616/","I Want To Live!","Susan Hayward"
"FALSE","finalized","3","Wiesbaden, Germany","1921-03-25T00:00:00.000Z","White","Na","Straight","1960","Best Actress","http://www.nndb.com/people/804/000063615/","Room at the Top","Simone Signoret"
"FALSE","finalized","3","London, England","1932-02-27T00:00:00.000Z","White","Jewish","Straight","1961","Best Actress","http://www.nndb.com/people/624/000023555/","Butterfield 8","Elizabeth Taylor"
"FALSE","finalized","3","Pozzuoli, Italy","1934-09-20T00:00:00.000Z","White","Roman Catholic","Straight","1962","Best Actress","http://www.nndb.com/people/811/000023742/","Two Women","Sophia Loren"
"FALSE","finalized","3","Bronx, Ny","1931-09-17T00:00:00.000Z","White","Roman Catholic","Straight","1963","Best Actress","http://www.nndb.com/people/439/000023370/","The Miracle Worker","Anne Bancroft"
"FALSE","finalized","3","Packard, Ky","1926-01-20T00:00:00.000Z","White","Roman Catholic","Straight","1964","Best Actress","http://www.nndb.com/people/226/000042100/","Hud","Patricia Neal"
"FALSE","finalized","3","Walton-on-Thames, Surrey, England","1935-10-01T00:00:00.000Z","White","Na","Straight","1965","Best Actress","http://www.nndb.com/people/874/000023805/","Mary Poppins","Julie Andrews"
