"golden","state","num_trusted_judgment","birthplace","date_of_birth","race_ethnicity","religion","sexual_orientation","year_of_award","award","bio_url","movie","person"
"FALSE","finalized","3","Chabua, Assam, India","1941-04-14T00:00:00.000Z","White","Na","Straight","1966","Best Actress","http://www.nndb.com/people/801/000063612/","Darling","Julie Christie"
"TRUE","golden","86","London, England","1932-02-27T00:00:00.000Z","White","Jewish","Straight","1967","Best Actress","http://www.nndb.com/people/624/000023555/","Who's Afraid of Virginia Woolf?","Elizabeth Taylor"
"FALSE","finalized","3","Hartford, Ct","1907-05-12T00:00:00.000Z","White","Atheist","Bisexual","1968","Best Actress","http://www.nndb.com/people/775/000023706/","Guess Who's Coming to Dinner","Katharine Hepburn"
"FALSE","finalized","3","Brooklyn, Ny","1942-04-24T00:00:00.000Z","White","Jewish","Straight","1969","Best Actress","http://www.nndb.com/people/526/000022460/","Funny Girl","Barbra Streisand"
"FALSE","finalized","3","Hartford, Ct","1907-05-12T00:00:00.000Z","White","Atheist","Bisexual","1969","Best Actress","http://www.nndb.com/people/775/000023706/","The Lion in Winter","Katharine Hepburn"
"TRUE","golden","89","Ilford, Essex, England","1934-12-28T00:00:00.000Z","White","Na","Straight","1970","Best Actress","http://www.nndb.com/people/260/000030170/","The Prime of Miss Jean Brodie","Maggie Smith"
"FALSE","finalized","3","Birkenhead, Cheshire, England","1936-05-09T00:00:00.000Z","White","Na","Straight","1971","Best Actress","http://www.nndb.com/people/799/000063610/","Women in Love","Glenda Jackson"
"FALSE","finalized","3","New York City","1937-12-21T00:00:00.000Z","White","Born-Again Christian","Straight","1972","Best Actress","http://www.nndb.com/people/637/000022571/","Klute","Jane Fonda"
"FALSE","finalized","3","Los Angeles, Ca","1946-03-12T00:00:00.000Z","White","Na","Na","1973","Best Actress","http://www.nndb.com/people/724/000024652/","Cabaret","Liza Minnelli"
"FALSE","finalized","3","Birkenhead, Cheshire, England","1936-05-09T00:00:00.000Z","White","Na","Straight","1974","Best Actress","http://www.nndb.com/people/799/000063610/","A Touch of Class","Glenda Jackson"
"FALSE","finalized","3","Detroit, Mi","1932-12-07T00:00:00.000Z","White","Sufism","Straight","1975","Best Actress","http://www.nndb.com/people/650/000023581/","Alice Doesn't Live Here Anymore","Ellen Burstyn"
"FALSE","finalized","3","Birmingham, Al","1934-07-22T00:00:00.000Z","White","Na","Straight","1976","Best Actress","http://www.nndb.com/people/798/000063609/","One Flew Over the Cuckoo's Nest","Louise Fletcher"
"TRUE","golden","91","Bascom, Fl","1941-01-14T00:00:00.000Z","White","Roman Catholic","Straight","1977","Best Actress","http://www.nndb.com/people/884/000022818/","Network","Faye Dunaway"
"FALSE","finalized","3","Los Angeles, Ca","1946-01-05T00:00:00.000Z","White","Atheist","Straight","1978","Best Actress","http://www.nndb.com/people/879/000022813/","Annie Hall","Diane Keaton"
"FALSE","finalized","3","New York City","1937-12-21T00:00:00.000Z","White","Born-Again Christian","Straight","1979","Best Actress","http://www.nndb.com/people/637/000022571/","Coming Home","Jane Fonda"
"FALSE","finalized","3","Pasadena, Ca","1946-11-06T00:00:00.000Z","White","Na","Straight","1980","Best Actress","http://www.nndb.com/people/897/000022831/","Norma Rae","Sally Field"
"FALSE","finalized","3","Quitman, Tx","1949-12-25T00:00:00.000Z","White","Na","Straight","1981","Best Actress","http://www.nndb.com/people/758/000023689/","Coal Miner's Daughter","Sissy Spacek"
"FALSE","finalized","3","Hartford, Ct","1907-05-12T00:00:00.000Z","White","Atheist","Bisexual","1982","Best Actress","http://www.nndb.com/people/775/000023706/","On Golden Pond","Katharine Hepburn"
"FALSE","finalized","3","Summit, Nj","1949-06-22T00:00:00.000Z","White","Na","Straight","1983","Best Actress","http://www.nndb.com/people/001/000024926/","Sophie's Choice","Meryl Streep"
"FALSE","finalized","3","Richmond, Va","1934-04-24T00:00:00.000Z","White","Baptist","Straight","1984","Best Actress","http://www.nndb.com/people/799/000023730/","Terms of Endearment","Shirley MacLaine"
"FALSE","finalized","3","Pasadena, Ca","1946-11-06T00:00:00.000Z","White","Na","Straight","1985","Best Actress","http://www.nndb.com/people/897/000022831/","Places in the Heart","Sally Field"
"FALSE","finalized","3","Kirksville, Mo","1924-11-22T00:00:00.000Z","White","Na","Straight","1986","Best Actress","http://www.nndb.com/people/780/000043651/","The Trip to Bountiful","Geraldine Page"
"FALSE","finalized","3","Morton Grove, Il","1965-08-24T00:00:00.000Z","White","Jewish","Straight","1987","Best Actress","http://www.nndb.com/people/870/000023801/","Children of a Lesser God","Marlee Matlin"
"FALSE","finalized","3","El Centro, Ca","1946-05-20T00:00:00.000Z","White","Na","Bisexual","1988","Best Actress","http://www.nndb.com/people/688/000022622/","Moonstruck","Cher"
"FALSE","finalized","3","Los Angeles, Ca","1962-11-19T00:00:00.000Z","White","Atheist","Lesbian","1989","Best Actress","http://www.nndb.com/people/756/000023687/","The Accused","Jodie Foster"
"FALSE","finalized","3","London, England","1909-06-07T00:00:00.000Z","White","Na","Straight","1990","Best Actress","http://www.nndb.com/people/017/000023945/","Driving Miss Daisy","Jessica Tandy"
"FALSE","finalized","3","Memphis, Tn","1948-06-28T00:00:00.000Z","White","Na","Straight","1991","Best Actress","http://www.nndb.com/people/907/000024835/","Misery","Kathy Bates"
"FALSE","finalized","3","Los Angeles, Ca","1962-11-19T00:00:00.000Z","White","Atheist","Lesbian","1992","Best Actress","http://www.nndb.com/people/756/000023687/","The Silence of the Lambs","Jodie Foster"
"FALSE","finalized","3","London, England","1959-04-15T00:00:00.000Z","White","Na","Straight","1993","Best Actress","http://www.nndb.com/people/627/000025552/","Howards End","Emma Thompson"
"FALSE","finalized","3","Conyers, Ga","1958-03-20T00:00:00.000Z","White","Na","Straight","1994","Best Actress","http://www.nndb.com/people/566/000023497/","The Piano","Holly Hunter"
"FALSE","finalized","3","Cloquet, Mn","1949-04-20T00:00:00.000Z","White","Na","Straight","1995","Best Actress","http://www.nndb.com/people/004/000022935/","Blue Sky","Jessica Lange"
"FALSE","finalized","3","Queens, Ny","1946-10-04T00:00:00.000Z","White","Roman Catholic","Straight","1996","Best Actress","http://www.nndb.com/people/762/000024690/","Dead Man Walking","Susan Sarandon"
"FALSE","finalized","3","Chicago, Il","1957-06-23T00:00:00.000Z","White","Disciples of Christ","Straight","1997","Best Actress","http://www.nndb.com/people/517/000025442/","Fargo","Frances McDormand"
"FALSE","finalized","3","Culver City, Ca","1963-06-15T00:00:00.000Z","White","Na","Straight","1998","Best Actress","http://www.nndb.com/people/554/000023485/","As Good As It Gets","Helen Hunt"
"TRUE","golden","91","Los Angeles, Ca","1972-09-27T00:00:00.000Z","White","Jewish","Straight","1999","Best Actress","http://www.nndb.com/people/592/000023523/","Shakespeare in Love","Gwyneth Paltrow"
"FALSE","finalized","3","Lincoln, Ne","1974-07-30T00:00:00.000Z","White","Na","Straight","2000","Best Actress","http://www.nndb.com/people/333/000026255/","Boys Don't Cry","Hilary Swank"
"FALSE","finalized","3","Smyrna, Ga","1967-10-28T00:00:00.000Z","White","Hindu","Straight","2001","Best Actress","http://www.nndb.com/people/592/000022526/","Erin Brockovich","Julia Roberts"
"FALSE","finalized","3","Cleveland, Oh","1966-08-14T00:00:00.000Z","Multiracial","Na","Straight","2002","Best Actress","http://www.nndb.com/people/487/000023418/","Monster's Ball","Halle Berry"
"FALSE","finalized","3","Honolulu, Hi","1967-06-20T00:00:00.000Z","White","Roman Catholic","Straight","2003","Best Actress","http://www.nndb.com/people/917/000022851/","The Hours","Nicole Kidman"
"FALSE","finalized","3","Benoni, South Africa","1975-08-07T00:00:00.000Z","White","Na","Straight","2004","Best Actress","http://www.nndb.com/people/146/000026068/","Monster","Charlize Theron"
"TRUE","golden","85","Lincoln, Ne","1974-07-30T00:00:00.000Z","White","Na","Straight","2005","Best Actress","http://www.nndb.com/people/333/000026255/","Million Dollar Baby","Hilary Swank"
"FALSE","finalized","3","New Orleans, La","1976-03-22T00:00:00.000Z","White","Na","Straight","2006","Best Actress","http://www.nndb.com/people/813/000022747/","Walk the Line","Reese Witherspoon"
"FALSE","finalized","3","Chiswick, London, England","1945-07-26T00:00:00.000Z","White","Na","Straight","2007","Best Actress","http://www.nndb.com/people/907/000044775/","The Queen","Helen Mirren"
"FALSE","finalized","3","Paris, France","1975-09-30T00:00:00.000Z","White","Na","Straight","2008","Best Actress","http://www.nndb.com/people/723/000136315/","The Passionate Life of Edith Piaf","Marion Cotillard"
"FALSE","finalized","3","Reading, England","1975-10-05T00:00:00.000Z","White","Na","Straight","2009","Best Actress","http://www.nndb.com/people/582/000023513/","The Reader","Kate Winslet"
"FALSE","finalized","3","Arlington, Va","1964-07-26T00:00:00.000Z","White","Na","Straight","2010","Best Actress","http://www.nndb.com/people/601/000023532/","The Blind Side","Sandra Bullock"
"FALSE","finalized","3","Jerusalem, Israel","1981-06-09T00:00:00.000Z","White","Jewish","Straight","2011","Best Actress","http://www.nndb.com/people/040/000022971/","Black Swan","Natalie Portman"
"FALSE","finalized","3","Summit, Nj","1949-06-22T00:00:00.000Z","White","Na","Straight","2012","Best Actress","http://www.nndb.com/people/001/000024926/","The Iron Lady","Meryl Streep"
"FALSE","finalized","3","Louisville, Ky","1990-08-15T00:00:00.000Z","White","Na","Na","2013","Best Actress","http://www.nndb.com/people/597/000272778/","Silver Linings Playbook","Jennifer Lawrence"
"FALSE","finalized","3","Melbourne, Victoria, Australia","1969-05-14T00:00:00.000Z","White","Na","Straight","2014","Best Actress","http://www.nndb.com/people/222/000026144/","Blue Jasmine","Cate Blanchett"
"FALSE","finalized","3","Litchfield, Mn","1899-02-15T00:00:00.000Z","White","Na","Straight","1937","Best Supporting Actress","http://www.nndb.com/people/062/000063870/","Anthony Adverse","Gale Sondergaard"
"FALSE","finalized","3","New York City","1892-11-02T00:00:00.000Z","White","Na","Straight","1938","Best Supporting Actress","http://www.nndb.com/people/079/000063887/","In Old Chicago","Alice Brady"
"FALSE","finalized","3","Los Angeles, Ca","1891-12-07T00:00:00.000Z","White","Na","Straight","1939","Best Supporting Actress","http://www.nndb.com/people/074/000063882/","Jezebel","Fay Bainter"
"FALSE","finalized","3","Wichita, Ks","1893-06-10T00:00:00.000Z","Black","Christian","Matter of Dispute","1940","Best Supporting Actress","http://www.nndb.com/people/077/000063885/","Gone with the Wind","Hattie McDaniel"
"FALSE","finalized","3","Palmyra, Mo","1879-10-15T00:00:00.000Z","White","Na","Straight","1941","Best Supporting Actress","http://www.nndb.com/people/078/000063886/","The Grapes of Wrath","Jane Darwell"
"TRUE","golden","91","Quincy, Il","1906-05-03T00:00:00.000Z","White","Roman Catholic","Straight","1942","Best Supporting Actress","http://www.nndb.com/people/690/000042564/","The Great Lie","Mary Astor"
"FALSE","finalized","3","New York City","1918-10-27T00:00:00.000Z","White","Na","Straight","1943","Best Supporting Actress","http://www.nndb.com/people/580/000045445/","Mrs. Miniver","Teresa Wright"
"FALSE","finalized","3","Athens, Greece","1900-12-17T00:00:00.000Z","White","Na","Straight","1944","Best Supporting Actress","http://www.nndb.com/people/080/000063888/","For Whom the Bell Tolls","Katina Paxinou"
"FALSE","finalized","3","Philadelphia, Pa","1879-08-15T00:00:00.000Z","White","Roman Catholic","Straight","1945","Best Supporting Actress","http://www.nndb.com/people/743/000043614/","None but the Lonely Heart","Ethel Barrymore"
"TRUE","golden","76","New York City","1903-06-25T00:00:00.000Z","White","Na","Straight","1946","Best Supporting Actress","http://www.nndb.com/people/081/000063889/","National Velvet","Anne Revere"
"FALSE","finalized","3","Michigan City, In","1923-05-07T00:00:00.000Z","White","Na","Straight","1947","Best Supporting Actress","http://www.nndb.com/people/458/000026380/","The Razor's Edge","Anne Baxter"
"FALSE","finalized","3","New York City","1917-04-29T00:00:00.000Z","White","Na","Straight","1948","Best Supporting Actress","http://www.nndb.com/people/084/000063892/","Gentleman's Agreement","Celeste Holm"
"FALSE","finalized","3","New York City","1910-03-08T00:00:00.000Z","White","Na","Straight","1949","Best Supporting Actress","http://www.nndb.com/people/085/000063893/","Key Largo","Claire Trevor"
"FALSE","finalized","3","Joliet, Il","1916-03-17T00:00:00.000Z","White","Roman Catholic","Straight","1950","Best Supporting Actress","http://www.nndb.com/people/086/000063894/","All the King's Men","Mercedes McCambridge"
"FALSE","finalized","3","Newtonville, Ma","1886-01-03T00:00:00.000Z","White","Na","Straight","1951","Best Supporting Actress","http://www.nndb.com/people/087/000063895/","Harvey","Josephine Hull"
"FALSE","finalized","3","Detroit, Mi","1922-11-12T00:00:00.000Z","White","Na","Straight","1952","Best Supporting Actress","http://www.nndb.com/people/501/000051348/","A Streetcar Named Desire","Kim Hunter"
"FALSE","finalized","3","Los Angeles, Ca","1923-11-28T00:00:00.000Z","White","Na","Straight","1953","Best Supporting Actress","http://www.nndb.com/people/088/000063896/","The Bad and the Beautiful","Gloria Grahame"
"FALSE","finalized","3","Denison, Ia","1921-01-27T00:00:00.000Z","White","Na","Straight","1954","Best Supporting Actress","http://www.nndb.com/people/702/000031609/","From Here to Eternity","Donna Reed"
"FALSE","finalized","3","Newark, Nj","1924-07-04T00:00:00.000Z","White","Na","Straight","1955","Best Supporting Actress","http://www.nndb.com/people/980/000022914/","On the Waterfront","Eva Marie Saint"
"FALSE","finalized","3","Oakland, Ca","1914-12-30T00:00:00.000Z","White","Na","Straight","1956","Best Supporting Actress","http://www.nndb.com/people/089/000063897/","East of Eden","Jo Van Fleet"
"FALSE","finalized","3","Chicago, Il","1925-01-30T00:00:00.000Z","White","Na","Straight","1957","Best Supporting Actress","http://www.nndb.com/people/090/000063898/","Written on the Wind","Dorothy Malone"
"FALSE","finalized","3","Otaro, Hokkaido, Japan","1929-04-03T00:00:00.000Z","Asian","Na","Straight","1958","Best Supporting Actress","http://www.nndb.com/people/091/000063899/","Sayonara","Miyoshi Umeki"
"FALSE","finalized","3","Bramhall, Cheshire, England","1912-08-15T00:00:00.000Z","White","Na","Straight","1959","Best Supporting Actress","http://www.nndb.com/people/056/000063864/","Separate Tables","Wendy Hiller"
"FALSE","finalized","3","St. Louis, Mo","1920-08-18T00:00:00.000Z","White","Jewish","Straight","1960","Best Supporting Actress","http://www.nndb.com/people/859/000022793/","The Diary of Anne Frank","Shelley Winters"
"FALSE","finalized","3","Charleroi, Pa","1934-03-31T00:00:00.000Z","White","Methodist","Straight","1961","Best Supporting Actress","http://www.nndb.com/people/795/000023726/","Elmer Gantry","Shirley Jones"
"FALSE","finalized","3","Humacao, Puerto Rico","1931-12-11T00:00:00.000Z","Hispanic","Na","Straight","1962","Best Supporting Actress","http://www.nndb.com/people/463/000023394/","West Side Story","Rita Moreno"
"FALSE","finalized","3","Elmhurst, Ny","1946-12-14T00:00:00.000Z","White","Roman Catholic","Straight","1963","Best Supporting Actress","http://www.nndb.com/people/775/000022709/","The Miracle Worker","Patty Duke"
"FALSE","finalized","3","London, England","1892-05-11T00:00:00.000Z","White","Na","Straight","1964","Best Supporting Actress","http://www.nndb.com/people/052/000063860/","the V.I.P.s","Margaret Rutherford"
"FALSE","finalized","3","St. Petersburg, Russia","1918-10-09T00:00:00.000Z","White","Na","Straight","1965","Best Supporting Actress","http://www.nndb.com/people/049/000063857/","Zorba the Greek","Lila Kedrova"
"FALSE","finalized","3","St. Louis, Mo","1920-08-18T00:00:00.000Z","White","Jewish","Straight","1966","Best Supporting Actress","http://www.nndb.com/people/859/000022793/","A Patch of Blue","Shelley Winters"
"FALSE","finalized","3","Hastings, Ne","1937-04-27T00:00:00.000Z","White","Na","Bisexual","1967","Best Supporting Actress","http://www.nndb.com/people/961/000063772/","Who's Afraid of Virginia Woolf?","Sandy Dennis"
"FALSE","finalized","3","Marblehead, Ma","1927-11-20T00:00:00.000Z","White","Na","Straight","1968","Best Supporting Actress","http://www.nndb.com/people/475/000032379/","Bonnie and Clyde","Estelle Parsons"
"FALSE","finalized","3","Quincy, Ma","1896-10-30T00:00:00.000Z","White","Na","Straight","1969","Best Supporting Actress","http://www.nndb.com/people/818/000043689/","Rosemary's Baby","Ruth Gordon"
"FALSE","finalized","3","Silver Spring, Md","1945-11-21T00:00:00.000Z","White","Buddhist","Straight","1970","Best Supporting Actress","http://www.nndb.com/people/996/000022930/","Cactus Flower","Goldie Hawn"
"FALSE","finalized","3","Washington, Dc","1900-10-10T00:00:00.000Z","White","Na","Straight","1971","Best Supporting Actress","http://www.nndb.com/people/908/000031815/","Airport","Helen Hayes"
"FALSE","finalized","3","Des Moines, Ia","1926-04-30T00:00:00.000Z","White","Na","Straight","1972","Best Supporting Actress","http://www.nndb.com/people/177/000023108/","The Last Picture Show","Cloris Leachman"
"FALSE","finalized","3","Columbus, Oh","1919-03-29T00:00:00.000Z","White","Na","Straight","1973","Best Supporting Actress","http://www.nndb.com/people/828/000063639/","Butterflies Are Free","Eileen Heckart"
"FALSE","finalized","3","Los Angeles, Ca","1963-11-05T00:00:00.000Z","White","Na","Straight","1974","Best Supporting Actress","http://www.nndb.com/people/104/000024032/","Paper Moon","Tatum O'Neal"
"FALSE","finalized","3","Stockholm, Sweden","1915-08-29T00:00:00.000Z","White","Na","Straight","1975","Best Supporting Actress","http://www.nndb.com/people/836/000024764/","Murder on the Orient Express","Ingrid Bergman"
"TRUE","golden","87","New York City","1927-10-31T00:00:00.000Z","White","Jewish","Straight","1976","Best Supporting Actress","http://www.nndb.com/people/409/000032313/","Shampoo","Lee Grant"
"FALSE","finalized","3","Old Westbury, Ny","1914-08-02T00:00:00.000Z","White","Na","Straight","1977","Best Supporting Actress","http://www.nndb.com/people/817/000063628/","Network","Beatrice Straight"
"FALSE","finalized","3","London, England","1937-01-30T00:00:00.000Z","White","Na","Straight","1978","Best Supporting Actress","http://www.nndb.com/people/590/000023521/","Julia","Vanessa Redgrave"
"FALSE","finalized","3","Ilford, Essex, England","1934-12-28T00:00:00.000Z","White","Na","Straight","1979","Best Supporting Actress","http://www.nndb.com/people/260/000030170/","California Suite","Maggie Smith"
"FALSE","finalized","3","Summit, Nj","1949-06-22T00:00:00.000Z","White","Na","Straight","1980","Best Supporting Actress","http://www.nndb.com/people/001/000024926/","Kramer vs. Kramer","Meryl Streep"
"FALSE","finalized","3","Newport, Ar","1953-02-08T00:00:00.000Z","White","Na","Straight","1981","Best Supporting Actress","http://www.nndb.com/people/271/000025196/","Melvin and Howard","Mary Steenburgen"
"FALSE","finalized","3","Troy, Ny","1925-06-21T00:00:00.000Z","White","Roman Catholic","Straight","1982","Best Supporting Actress","http://www.nndb.com/people/376/000032280/","Reds","Maureen Stapleton"
"FALSE","finalized","3","Cloquet, Mn","1949-04-20T00:00:00.000Z","White","Na","Straight","1983","Best Supporting Actress","http://www.nndb.com/people/004/000022935/","Tootsie","Jessica Lange"
"FALSE","finalized","3","Morristown, Nj","1945-04-02T00:00:00.000Z","White","Na","Na","1984","Best Supporting Actress","http://www.nndb.com/people/671/000024599/","The Year of Living Dangerously","Linda Hunt"
"FALSE","finalized","3","Croydon, Surrey, England","1907-12-22T00:00:00.000Z","White","Agnostic","Straight","1985","Best Supporting Actress","http://www.nndb.com/people/816/000063627/","A Passage to India","Peggy Ashcroft"
"FALSE","finalized","3","Santa Monica, Ca","1951-07-08T00:00:00.000Z","White","Na","Straight","1986","Best Supporting Actress","http://www.nndb.com/people/128/000025053/","Prizzi's Honor","Anjelica Huston"
"FALSE","finalized","3","Kansas City, Mo","1948-03-28T00:00:00.000Z","White","Na","Straight","1987","Best Supporting Actress","http://www.nndb.com/people/894/000024822/","Hannah and Her Sisters","Dianne Wiest"
"FALSE","finalized","3","Lowell, Ma","1931-06-20T00:00:00.000Z","White","Na","Straight","1988","Best Supporting Actress","http://www.nndb.com/people/430/000023361/","Moonstruck","Olympia Dukakis"
"FALSE","finalized","3","Wareham, Ma","1956-01-21T00:00:00.000Z","White","Congregationalist","Straight","1989","Best Supporting Actress","http://www.nndb.com/people/883/000022817/","The Accidental Tourist","Geena Davis"
"FALSE","finalized","3","Dublin, Ireland","1945-02-17T00:00:00.000Z","White","Na","Straight","1990","Best Supporting Actress","http://www.nndb.com/people/815/000063626/","My Left Foot","Brenda Fricker"
"FALSE","finalized","3","New York City","1955-11-13T00:00:00.000Z","Black","Atheist","Straight","1991","Best Supporting Actress","http://www.nndb.com/people/242/000025167/","Ghost","Whoopi Goldberg"
"FALSE","finalized","3","Queens, Ny","1948-02-28T00:00:00.000Z","Hispanic","Roman Catholic","Straight","1992","Best Supporting Actress","http://www.nndb.com/people/890/000024818/","The Fisher King","Mercedes Ruehl"
"FALSE","finalized","3","Brooklyn, Ny","1964-12-04T00:00:00.000Z","White","Na","Straight","1993","Best Supporting Actress","http://www.nndb.com/people/985/000025910/","My Cousin Vinny","Marisa Tomei"
"FALSE","finalized","3","Winnipeg, Manitoba, Canada","1982-07-24T00:00:00.000Z","White","Na","Bisexual","1994","Best Supporting Actress","http://www.nndb.com/people/763/000025688/","The Piano","Anna Paquin"
"FALSE","finalized","3","Kansas City, Mo","1948-03-28T00:00:00.000Z","White","Na","Straight","1995","Best Supporting Actress","http://www.nndb.com/people/894/000024822/","Bullets Over Broadway","Dianne Wiest"
"FALSE","finalized","3","Tenafly, Nj","1967-09-28T00:00:00.000Z","White","Atheist","Straight","1996","Best Supporting Actress","http://www.nndb.com/people/890/000025815/","Mighty Aphrodite","Mira Sorvino"
"FALSE","finalized","3","Paris, France","1964-03-09T00:00:00.000Z","White","Na","Straight","1997","Best Supporting Actress","http://www.nndb.com/people/970/000025895/","The English Patient","Juliette Binoche"
"FALSE","finalized","3","Athens, Ga","1953-12-08T00:00:00.000Z","White","Na","Straight","1998","Best Supporting Actress","http://www.nndb.com/people/310/000025235/","L.A. Confidential","Kim Basinger"
"FALSE","finalized","3","York, North Yorkshire, England","1934-12-09T00:00:00.000Z","White","Quaker","Straight","1999","Best Supporting Actress","http://www.nndb.com/people/824/000023755/","Shakespeare in Love","Judi Dench"
"TRUE","golden","87","Los Angeles, Ca","1975-06-04T00:00:00.000Z","White","Buddhist","Bisexual","2000","Best Supporting Actress","http://www.nndb.com/people/493/000023424/","Girl, Interrupted","Angelina Jolie"
"TRUE","golden","91","La Jolla, Ca","1959-08-14T00:00:00.000Z","White","Na","Straight","2001","Best Supporting Actress","http://www.nndb.com/people/641/000025566/","Pollock","Marcia Gay Harden"
"FALSE","finalized","3","Catskill Mountains, Ny","1970-12-12T00:00:00.000Z","White","Jewish","Straight","2002","Best Supporting Actress","http://www.nndb.com/people/240/000026162/","A Beautiful Mind","Jennifer Connelly"
"FALSE","finalized","3","Mumbles, Wales","1969-09-25T00:00:00.000Z","White","Roman Catholic","Straight","2003","Best Supporting Actress","http://www.nndb.com/people/516/000023447/","Chicago","Catherine Zeta-Jones"
"FALSE","finalized","3","Katy, Tx","1969-04-25T00:00:00.000Z","White","Na","Straight","2004","Best Supporting Actress","http://www.nndb.com/people/708/000024636/","Cold Mountain","Ren̩e Zellweger"
"FALSE","finalized","3","Melbourne, Victoria, Australia","1969-05-14T00:00:00.000Z","White","Na","Straight","2005","Best Supporting Actress","http://www.nndb.com/people/222/000026144/","The Aviator","Cate Blanchett"
"TRUE","golden","92","London, England","1971-03-07T00:00:00.000Z","White","Jewish","Straight","2006","Best Supporting Actress","http://www.nndb.com/people/309/000032213/","The Constant Gardener","Rachel Weisz"
"FALSE","finalized","3","Chicago, Il","1981-09-12T00:00:00.000Z","Black","Baptist","Straight","2007","Best Supporting Actress","http://www.nndb.com/people/434/000129047/","Dreamgirls","Jennifer Hudson"
"FALSE","finalized","3","London, England","1960-11-05T00:00:00.000Z","White","Na","Straight","2007","Best Supporting Actress","http://www.nndb.com/people/178/000108851/","Michael Clayton","Tilda Swinton"
"FALSE","finalized","3","Madrid, Spain","1974-04-28T00:00:00.000Z","Hispanic","Buddhist","Straight","2009","Best Supporting Actress","http://www.nndb.com/people/748/000025673/","Vicky Cristina Barcelona","Penelope Cruz"
"TRUE","golden","86","Woodlawn, Md","1967-12-11T00:00:00.000Z","Black","Na","Straight","2010","Best Supporting Actress","http://www.nndb.com/people/836/000131443/","Precious","Mo'Nique"
"FALSE","finalized","3","New York City","1960-09-14T00:00:00.000Z","White","Na","Straight","2011","Best Supporting Actress","http://www.nndb.com/people/327/000042201/","The Fighter","Melissa Leo"
"FALSE","finalized","3","Montgomery, Al","1972-05-25T00:00:00.000Z","Black","Na","Na","2012","Best Supporting Actress","http://www.nndb.com/people/304/000281458/","The Help","Octavia Spencer"
"FALSE","finalized","3","Brooklyn, Ny","1982-11-12T00:00:00.000Z","White","Christian","Straight","2013","Best Supporting Actress","http://www.nndb.com/people/220/000032124/","Les Mis̩rables","Anne Hathaway"
"FALSE","finalized","3","Mexico City, Mexico","1983-03-01T00:00:00.000Z","Black","Na","Na","2014","Best Supporting Actress","http://www.nndb.com/people/570/000380427/","12 Years a Slave","Lupita Nyong'o"
"FALSE","finalized","3","Sucha, Galicia, Austria","1906-06-22T00:00:00.000Z","White","Jewish","Straight","1961","Best Director","http://www.nndb.com/people/982/000024910/","The Apartment","Billy Wilder"
"FALSE","finalized","3","Independence, Mo","1911-07-16T00:00:00.000Z","White","Christian Science","Straight","1941","Best Actress","http://www.nndb.com/people/635/000043506/","Kitty Foyle","Ginger Rogers"
"FALSE","finalized","3","Concord, Ca","1956-07-09T00:00:00.000Z","White","Born-Again Christian","Straight","1994","Best Actor","http://www.nndb.com/people/687/000022621/","Philadelphia","Tom Hanks"
"FALSE","finalized","3","New York City","1939-02-03T00:00:00.000Z","White","Na","Straight","1979","Best Director","http://www.nndb.com/people/810/000043681/","The Deer Hunter","Michael Cimino"
"FALSE","finalized","3","Quincy, Il","1906-05-03T00:00:00.000Z","White","Roman Catholic","Straight","1942","Best Supporting Actress","http://www.nndb.com/people/690/000042564/","The Great Lie","Mary Astor"
"FALSE","finalized","3","Los Angeles, Ca","1975-06-04T00:00:00.000Z","White","Buddhist","Bisexual","2000","Best Supporting Actress","http://www.nndb.com/people/493/000023424/","Girl, Interrupted","Angelina Jolie"
"FALSE","finalized","3","New York City","1927-10-31T00:00:00.000Z","White","Jewish","Straight","1976","Best Supporting Actress","http://www.nndb.com/people/409/000032313/","Shampoo","Lee Grant"
"FALSE","finalized","3","New York City","1903-06-25T00:00:00.000Z","White","Na","Straight","1946","Best Supporting Actress","http://www.nndb.com/people/081/000063889/","National Velvet","Anne Revere"
"FALSE","finalized","3","Bascom, Fl","1941-01-14T00:00:00.000Z","White","Roman Catholic","Straight","1977","Best Actress","http://www.nndb.com/people/884/000022818/","Network","Faye Dunaway"
"FALSE","finalized","3","Walters, Ok","1910-12-13T00:00:00.000Z","White","Na","Straight","1943","Best Supporting Actor","http://www.nndb.com/people/680/000042554/","Johnny Eager","Van Heflin"
"FALSE","finalized","3","Thomasville, Ga","1930-02-27T00:00:00.000Z","White","Na","Straight","1958","Best Actress","http://www.nndb.com/people/747/000043618/","The Three Faces of Eve","Joanne Woodward"
"FALSE","finalized","3","Helena, Mt","1901-05-07T00:00:00.000Z","White","Roman Catholic","Straight","1953","Best Actor","http://www.nndb.com/people/740/000031647/","High Noon","Gary Cooper"
"FALSE","finalized","3","London, England","1932-02-27T00:00:00.000Z","White","Jewish","Straight","1967","Best Actress","http://www.nndb.com/people/624/000023555/","Who's Afraid of Virginia Woolf?","Elizabeth Taylor"
"FALSE","finalized","3","Lincoln, Ne","1974-07-30T00:00:00.000Z","White","Na","Straight","2005","Best Actress","http://www.nndb.com/people/333/000026255/","Million Dollar Baby","Hilary Swank"
"TRUE","golden","86","Lincoln, Ne","1974-07-30T00:00:00.000Z","White","Na","Straight","2005","Best Actress","http://www.nndb.com/people/333/000026255/","Million Dollar Baby","Hilary Swank"
